path,tier,scene,scene_group,light,setting,framing,license,attribution,source,url,md5
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,paul_danger_williams https://www.flickr.com/photos/pauljwill/2721023564,openimages:validation:76d199cddd489f6e,https://open-images-dataset.s3.amazonaws.com/validation/76d199cddd489f6e.jpg,418a6c003f806f15492e8d5e92b6fa4f
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,RBerteig https://www.flickr.com/photos/rberteig/453759034/,openimages:validation:3c13e0015b6c3bcf,https://open-images-dataset.s3.amazonaws.com/validation/3c13e0015b6c3bcf.jpg,72832bc345c918813fedd116a8c33ca7
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Roberta https://www.flickr.com/photos/robbi61blue/8511804434,openimages:validation:82ad5fb60f721b64,https://open-images-dataset.s3.amazonaws.com/validation/82ad5fb60f721b64.jpg,47ae39e139b558aaa7606d83253b17ef
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Oliver Scherillo https://www.flickr.com/photos/ojsphoto/5138785828,openimages:validation:bfb60e14a4eda9be,https://open-images-dataset.s3.amazonaws.com/validation/bfb60e14a4eda9be.jpg,da5faa762403af2a32ad9a0e67b2319b
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,alex de carvalho https://www.flickr.com/photos/adc/26814636,openimages:validation:1eeb5484320f6668,https://open-images-dataset.s3.amazonaws.com/validation/1eeb5484320f6668.jpg,c41628196733a64f1e8af6c95e7985b8
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,"Jim, the Photographer https://www.flickr.com/photos/jcapaldi/3615998818",openimages:validation:704522bf17a640d1,https://open-images-dataset.s3.amazonaws.com/validation/704522bf17a640d1.jpg,d83dc3dac97b56564f3a4e1f6bfaa1bc
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Flying Cloud https://www.flickr.com/photos/flying_cloud/3991576301,openimages:validation:7fc29bf61fed5a91,https://open-images-dataset.s3.amazonaws.com/validation/7fc29bf61fed5a91.jpg,d3388d4013f3dff440b714d8798721e3
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,jbraine https://www.flickr.com/photos/jbraine/1955365875,openimages:validation:f4407d452f8fcc4e,https://open-images-dataset.s3.amazonaws.com/validation/f4407d452f8fcc4e.jpg,abc507c62a8e6f86b157580be58517db
,scene,event,people,night,,,https://creativecommons.org/licenses/by/2.0/,Adelina Horn https://www.flickr.com/photos/75696330@N02/8478641415,openimages:validation:e44cac73a1409fc5,https://open-images-dataset.s3.amazonaws.com/validation/e44cac73a1409fc5.jpg,1c5e1fc31246c8e8327a03e2dc8eafb7
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Shiraz Chanawala https://www.flickr.com/photos/digimaxvision/7087916421/,openimages:validation:1fe277f5abfc7d74,https://open-images-dataset.s3.amazonaws.com/validation/1fe277f5abfc7d74.jpg,c3e7e2b315d75dc7882b8d8dd683a83f
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Jirka Matousek https://www.flickr.com/photos/jirka_matousek/8428443792,openimages:validation:a22c1f0224351929,https://open-images-dataset.s3.amazonaws.com/validation/a22c1f0224351929.jpg,296b3a0af44f2c5bb61bdc81a3f6a56b
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Flying Cloud https://www.flickr.com/photos/flying_cloud/2208960876,openimages:validation:406ad630bcc21406,https://open-images-dataset.s3.amazonaws.com/validation/406ad630bcc21406.jpg,d240ed252e4a836e2577c218269f0645
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Lucky Lynda https://www.flickr.com/photos/olsenart/16641368303,openimages:validation:e7ebd611f286701d,https://open-images-dataset.s3.amazonaws.com/validation/e7ebd611f286701d.jpg,b4122368f16cc115ca26915bd936bf42
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Pat (Cletch) Williams https://www.flickr.com/photos/cletch/5313271004,openimages:validation:9bb6720c02bb72af,https://open-images-dataset.s3.amazonaws.com/validation/9bb6720c02bb72af.jpg,43eb630720df3444f9085363686798aa
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Carrie Kaufmann https://www.flickr.com/photos/carriekaufmann/16395698389,openimages:validation:8dd2a9039f4e85b1,https://open-images-dataset.s3.amazonaws.com/validation/8dd2a9039f4e85b1.jpg,46825df1b7ad4b68be6ba6bf44f6e4a4
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,john https://www.flickr.com/photos/jsolomon/497260095,openimages:validation:8937c3acadd6e0fa,https://open-images-dataset.s3.amazonaws.com/validation/8937c3acadd6e0fa.jpg,f8b7c200f1db4af3c0c35598661b58cd
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Baltimore RecNParks https://www.flickr.com/photos/bmorerecnparks/16143799524,openimages:validation:cc1d668c22d3a1a4,https://open-images-dataset.s3.amazonaws.com/validation/cc1d668c22d3a1a4.jpg,b48e200571593880a6a105424b863aff
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Charlie https://www.flickr.com/photos/fearless_fred/7278204598,openimages:validation:b73706035e093576,https://open-images-dataset.s3.amazonaws.com/validation/b73706035e093576.jpg,d0577bdb02ba33e286977d3161d84e5d
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,daniel2177 https://www.flickr.com/photos/lowlanderdaniel/2397315682,openimages:validation:4cbea5cbf1197c64,https://open-images-dataset.s3.amazonaws.com/validation/4cbea5cbf1197c64.jpg,3bbe2acb97706c4e0e5b37d051ed3cd6
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Fionn Kidney https://www.flickr.com/photos/fyunkie/3045293486,openimages:validation:89c6c3da906d6dad,https://open-images-dataset.s3.amazonaws.com/validation/89c6c3da906d6dad.jpg,06101eb41e687ddf7adcdc1606f68226
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Richie Diesterheft https://www.flickr.com/photos/puroticorico/2673406214,openimages:validation:356673d514d13bea,https://open-images-dataset.s3.amazonaws.com/validation/356673d514d13bea.jpg,257480bae5a4dc0ad812db911f4b32cb
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,mark navales https://www.flickr.com/photos/14455532@N06/2684589679,openimages:validation:2760a7e150566325,https://open-images-dataset.s3.amazonaws.com/validation/2760a7e150566325.jpg,6285c2cacd616ed3c31d914adc7b3b1f
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,jlwelsh https://www.flickr.com/photos/jlwelsh/2412952663,openimages:validation:3420b651f75aac50,https://open-images-dataset.s3.amazonaws.com/validation/3420b651f75aac50.jpg,d3496a0d7e3bd9e7b1856125a4e59462
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Esporte Clube Pelotas https://www.flickr.com/photos/ecpelotas/2366180085,openimages:validation:a732a67d4fb0eef9,https://open-images-dataset.s3.amazonaws.com/validation/a732a67d4fb0eef9.jpg,dc49a6e104d9a3736957f731baac5ca0
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,michael dornbierer https://www.flickr.com/photos/ausnahmezustand/14553303303,openimages:validation:032ada946f67ed56,https://open-images-dataset.s3.amazonaws.com/validation/032ada946f67ed56.jpg,2ac48c296ace172dcde4069a772018a5
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Elsa López https://www.flickr.com/photos/queque/5774580580/?rb=1,openimages:validation:b83bc06fc626598d,https://open-images-dataset.s3.amazonaws.com/validation/b83bc06fc626598d.jpg,df59617f3e4dd340dda91dda27b9bb00
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Riccardo Di Virgilio https://www.flickr.com/photos/riccardodivirgilio/9064547647,openimages:validation:e4b0c13b5e349670,https://open-images-dataset.s3.amazonaws.com/validation/e4b0c13b5e349670.jpg,8a4bdd77adff3bc47893726d27e8a707
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,zorilla https://www.flickr.com/photos/barry_b/212598562,openimages:validation:3e954b0419cda7fc,https://open-images-dataset.s3.amazonaws.com/validation/3e954b0419cda7fc.jpg,3dc839d216877deea79128473b93335d
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Eric Danley https://www.flickr.com/photos/edanley/14543111231,openimages:validation:c0f084c043912cf2,https://open-images-dataset.s3.amazonaws.com/validation/c0f084c043912cf2.jpg,3aac1e8aa00c10a97f539d6e7d08b9d7
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Anna Webber https://www.flickr.com/photos/campuslife/5945581338,openimages:validation:fdd021f2580e6eed,https://open-images-dataset.s3.amazonaws.com/validation/fdd021f2580e6eed.jpg,211689a748cead019555bbf76a09e7a2
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,mirjoran https://www.flickr.com/photos/mirjoran/14624736820,openimages:validation:f4fbce82edd64d26,https://open-images-dataset.s3.amazonaws.com/validation/f4fbce82edd64d26.jpg,3bdeca4738a8660f160fda573d95ca65
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Rachel Docherty https://www.flickr.com/photos/fussyonion/20360348093,openimages:validation:ae1b1cd448912ff2,https://open-images-dataset.s3.amazonaws.com/validation/ae1b1cd448912ff2.jpg,7339db671ed2739aadde1f2fecd3bf17
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,my all photos https://www.flickr.com/photos/mdnurul-islam/411197866,openimages:validation:4ed3059b1fb35995,https://open-images-dataset.s3.amazonaws.com/validation/4ed3059b1fb35995.jpg,bbd4455b13a9cdb2aba5f1300003492f
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Galeria del Ministerio de Defensa del Perú https://www.flickr.com/photos/92793865@N07/15350291038,openimages:validation:207206c41c624c21,https://open-images-dataset.s3.amazonaws.com/validation/207206c41c624c21.jpg,e470dbde04a9c69a52b181e42ca5f3c6
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Toru (waviaei) https://www.flickr.com/photos/waviaei/5463770614,openimages:validation:a884bd23469425f7,https://open-images-dataset.s3.amazonaws.com/validation/a884bd23469425f7.jpg,f963d9d74d6be6a68775c28eaa707a12
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,chazzvid https://www.flickr.com/photos/spawnster/429117503,openimages:validation:86a0f9bddbe0fbf0,https://open-images-dataset.s3.amazonaws.com/validation/86a0f9bddbe0fbf0.jpg,8012369927bc4515d4607add9f9a38fe
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Chris Bögle https://www.flickr.com/photos/50367113@N00/322995584,openimages:validation:43d0a572b0768443,https://open-images-dataset.s3.amazonaws.com/validation/43d0a572b0768443.jpg,1a9c64139049b87ab9e2f401e577fe8d
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,工房 やまもも https://www.flickr.com/photos/yosakoigraffiti/4808183235,openimages:validation:83b9142d6ec5871b,https://open-images-dataset.s3.amazonaws.com/validation/83b9142d6ec5871b.jpg,71fd80fd044489c899f7793700f6d8ea
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Meaghan O&#x27;Malley https://www.flickr.com/photos/ohmeaghan/10193533924,openimages:validation:74d87253cbb1de54,https://open-images-dataset.s3.amazonaws.com/validation/74d87253cbb1de54.jpg,dcf5057919daedf5af01408424bd86ed
,scene,event,people,night,,,https://creativecommons.org/licenses/by/2.0/,Gordon Tarpley https://www.flickr.com/photos/gordontarpley/6748234159,openimages:validation:c0ae3a5faf42a968,https://open-images-dataset.s3.amazonaws.com/validation/c0ae3a5faf42a968.jpg,ebd8419539f45519c7ab60d6f58e973c
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Paulo Souto https://www.flickr.com/photos/paulosouto25/4944454499,openimages:validation:36755493e5f0bbb8,https://open-images-dataset.s3.amazonaws.com/validation/36755493e5f0bbb8.jpg,21f90a050081426d6ed47c3a74603cca
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Richard Moross https://www.flickr.com/photos/richardmoross/37053826,openimages:validation:d560cfc36aecabb4,https://open-images-dataset.s3.amazonaws.com/validation/d560cfc36aecabb4.jpg,fce4f3558c4733faa1c0678eba5e4c73
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Deeped Niclas &amp; Amanda Strandh https://www.flickr.com/photos/nslashdot/19004666016,openimages:validation:be67e17ec45f009e,https://open-images-dataset.s3.amazonaws.com/validation/be67e17ec45f009e.jpg,e237893053d530aa8c8f2321ef5f5e0f
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Purple Slog https://www.flickr.com/photos/purpleslog/3921389241,openimages:validation:220dd0459513f089,https://open-images-dataset.s3.amazonaws.com/validation/220dd0459513f089.jpg,ab80b299ed79ceb4c5454f698ce6e4d1
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,TVZ Design https://www.flickr.com/photos/sirtrentalot/14458650486,openimages:validation:bea53ea21bb5323b,https://open-images-dataset.s3.amazonaws.com/validation/bea53ea21bb5323b.jpg,a7b87813ed59db6d0914a9f156f4704e
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Alex Wyckmans https://www.flickr.com/photos/wycas_photography/15358644078,openimages:validation:0e0a23e811ca026b,https://open-images-dataset.s3.amazonaws.com/validation/0e0a23e811ca026b.jpg,5f5f0f086d13ec9a392606fce7e2669e
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Loui Loui https://www.flickr.com/photos/berlin_cm7_b5/369719065,openimages:validation:49800eddc141cf27,https://open-images-dataset.s3.amazonaws.com/validation/49800eddc141cf27.jpg,b4d2109435003833d48886a1aab8cb9e
,scene,event,people,,,,https://creativecommons.org/licenses/by/2.0/,Robert Couse-Baker https://www.flickr.com/photos/29233640@N07/5152970049,openimages:validation:bbe7f9c5cbd91ffb,https://open-images-dataset.s3.amazonaws.com/validation/bbe7f9c5cbd91ffb.jpg,4f4bfb32016c748864f77509ed3423bb
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Sarah W. https://www.flickr.com/photos/sarasmile/487168933,openimages:validation:3a78bd605848b134,https://open-images-dataset.s3.amazonaws.com/validation/3a78bd605848b134.jpg,4ef5e4c840529ea64814c80c60a279e1
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Ben Sutherland https://www.flickr.com/photos/bensutherland/4596777770,openimages:validation:63b7e98772322753,https://open-images-dataset.s3.amazonaws.com/validation/63b7e98772322753.jpg,fe4fc192a4bf9f94de9f5c01c87657d6
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Joey https://www.flickr.com/photos/joo0ey/3572313064,openimages:validation:6c3321386f1dae8e,https://open-images-dataset.s3.amazonaws.com/validation/6c3321386f1dae8e.jpg,7f6508e133dbb146004906515fa960c1
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,K. Tenbrock https://www.flickr.com/photos/oldbrian/9743657240/,openimages:validation:a6cc6313fbdaef76,https://open-images-dataset.s3.amazonaws.com/validation/a6cc6313fbdaef76.jpg,cb7756a4043be4dfb2bd4212b31e62d8
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,lori05871 https://www.flickr.com/photos/mrsmaxspix/3654057999,openimages:validation:0638322e644186a1,https://open-images-dataset.s3.amazonaws.com/validation/0638322e644186a1.jpg,85b4d01fd0237ffb7be0c9cb8ba32fbb
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Shovon Chakraborty https://www.flickr.com/photos/20990961@N02/4384946752,openimages:validation:dfc86f37a6bed80b,https://open-images-dataset.s3.amazonaws.com/validation/dfc86f37a6bed80b.jpg,5e298618980a4f91c98934c2ee56327d
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,ann p https://www.flickr.com/photos/miserychick/3272038261,openimages:validation:03006368ed61dbea,https://open-images-dataset.s3.amazonaws.com/validation/03006368ed61dbea.jpg,de670948d86556adc2044b913cb7ee62
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Jeff Turner https://www.flickr.com/photos/respres/8744106273,openimages:validation:07556da96e27ec13,https://open-images-dataset.s3.amazonaws.com/validation/07556da96e27ec13.jpg,9f605a8c377793e57e0d15be72841876
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Oleg. https://www.flickr.com/photos/olegshpyrko/7331888762,openimages:validation:a0b8948a5a669d86,https://open-images-dataset.s3.amazonaws.com/validation/a0b8948a5a669d86.jpg,6deb38b8754fe1f3654ed3a39130cf4a
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Gi-I https://www.flickr.com/photos/gi-i/5799503225,openimages:validation:c22e29581c0e797e,https://open-images-dataset.s3.amazonaws.com/validation/c22e29581c0e797e.jpg,4ede505d45e74714037373f4992c22ac
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,U.S. Army Corps of Engineers Norfolk District https://www.flickr.com/photos/armyengineersnorfolk/7363681688/,openimages:validation:3e8c68133c1ea8f3,https://open-images-dataset.s3.amazonaws.com/validation/3e8c68133c1ea8f3.jpg,05e125aa21528a8227685593ad5af5e8
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,PPMG (Popular Press Media Group) https://www.flickr.com/photos/8381967@N05/6183107142,openimages:validation:3dfbdcd1d1aaa02d,https://open-images-dataset.s3.amazonaws.com/validation/3dfbdcd1d1aaa02d.jpg,9ebeaac00ec52af5dfd9c4a9f486a018
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Dan DeLuca https://www.flickr.com/photos/dandeluca/3265087198,openimages:validation:c620d8d3c2e67be9,https://open-images-dataset.s3.amazonaws.com/validation/c620d8d3c2e67be9.jpg,a41ea4691f50203f4d8019e4d003471d
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Mel Torrie https://www.flickr.com/photos/meltorrie/8251821738,openimages:validation:8fd5b6376d5e15d2,https://open-images-dataset.s3.amazonaws.com/validation/8fd5b6376d5e15d2.jpg,037ff024745c10a20f3b9142dba34c20
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Kosala Bandara https://www.flickr.com/photos/kosalabandara/7958164006,openimages:validation:e9502b3b8b3c926d,https://open-images-dataset.s3.amazonaws.com/validation/e9502b3b8b3c926d.jpg,198314816569fa4e8c926d3c64da7851
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Heikki Siltala https://www.flickr.com/photos/heikkisiltala/17944029213,openimages:validation:fb548bd4e87c660b,https://open-images-dataset.s3.amazonaws.com/validation/fb548bd4e87c660b.jpg,60a1d020c32afb86402d4cb31fd5b7a9
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Tim Parker https://www.flickr.com/photos/kilted01_photography/14235021177,openimages:validation:8987951815d36f77,https://open-images-dataset.s3.amazonaws.com/validation/8987951815d36f77.jpg,4c4403cdbb5ff810992e2571ca9ac8de
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,sputnik https://www.flickr.com/photos/hellosputnik/2918300295,openimages:validation:ebf12f432ddd2e7f,https://open-images-dataset.s3.amazonaws.com/validation/ebf12f432ddd2e7f.jpg,d578a3883d94a0e9e10933500fa5627d
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,West Point - The U.S. Military Academy https://www.flickr.com/photos/west_point/5154842849,openimages:validation:55127e3526e2e2c2,https://open-images-dataset.s3.amazonaws.com/validation/55127e3526e2e2c2.jpg,c7e7f8ab0ef2acecb27693933a8c6ba0
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,angela n. https://www.flickr.com/photos/aon/2915777595/,openimages:validation:694ad0e93f622fbc,https://open-images-dataset.s3.amazonaws.com/validation/694ad0e93f622fbc.jpg,d8fd79280532c1359ef552c630f06cfd
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Andrij Bulba https://www.flickr.com/photos/andrijbulba/2542977860,openimages:validation:ec08ec2daa0d2de0,https://open-images-dataset.s3.amazonaws.com/validation/ec08ec2daa0d2de0.jpg,8e2f1eeff12580006f167a6208eb5506
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Jaymis Loveday https://www.flickr.com/photos/jaymis/3482745788,openimages:validation:2e9c24b2005b3adf,https://open-images-dataset.s3.amazonaws.com/validation/2e9c24b2005b3adf.jpg,bb8e1f05df1db1f382e8548ca4e5b532
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Jeremy McWilliams https://www.flickr.com/photos/jeremy2443/4511913417,openimages:validation:5ea0b445a66381a8,https://open-images-dataset.s3.amazonaws.com/validation/5ea0b445a66381a8.jpg,f23e075a2883c033b162568b5a6313af
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Rio https://www.flickr.com/photos/traumbilder/6816457381,openimages:validation:3120e46a6a14d2ee,https://open-images-dataset.s3.amazonaws.com/validation/3120e46a6a14d2ee.jpg,5357bd00ecfdcd137d16ffecc8948994
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Stig Nygaard https://www.flickr.com/photos/stignygaard/9141188655,openimages:validation:0f2358e793950ca0,https://open-images-dataset.s3.amazonaws.com/validation/0f2358e793950ca0.jpg,d2667d61a913e990202959133fae504b
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,WDPG share https://www.flickr.com/photos/wdpg_share/3177993232,openimages:validation:5014cc45d81322b8,https://open-images-dataset.s3.amazonaws.com/validation/5014cc45d81322b8.jpg,d0b21a2c40cc65146da1e6d5df52b97a
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Five Hole For Food https://www.flickr.com/photos/fiveholeforfood/7553448096,openimages:validation:ef537facdefd824c,https://open-images-dataset.s3.amazonaws.com/validation/ef537facdefd824c.jpg,934aae207f0353d671fedea239f6a30a
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,U.S. Naval Forces Central Command/U.S. Fifth Fleet https://www.flickr.com/photos/navcent/9240028652/,openimages:validation:b95e542a5ac525bc,https://open-images-dataset.s3.amazonaws.com/validation/b95e542a5ac525bc.jpg,13768a667797c527039c89894bae5f92
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Paul Roberts https://www.flickr.com/photos/86329203@N08/11821691004,openimages:validation:8f7cf3384dd9bcb7,https://open-images-dataset.s3.amazonaws.com/validation/8f7cf3384dd9bcb7.jpg,31c2df6e3a32d483346dd32e855fa953
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Robert Engberg https://www.flickr.com/photos/rengber/305307456,openimages:validation:31c1e34fcaf9d09e,https://open-images-dataset.s3.amazonaws.com/validation/31c1e34fcaf9d09e.jpg,fe01ffcdd14e72b94716592e618f5652
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Cayobo https://www.flickr.com/photos/cayobo/20835734801,openimages:validation:486be6f4be1dbde7,https://open-images-dataset.s3.amazonaws.com/validation/486be6f4be1dbde7.jpg,413853edcc6de602f9dd255554acf792
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,"DeusXFlorida (9,099,774 views) - thanks guys! https://www.flickr.com/photos/8363028@N08/3208346042",openimages:validation:bc413fdb9e02c5b5,https://open-images-dataset.s3.amazonaws.com/validation/bc413fdb9e02c5b5.jpg,54ee6dcd5c560b75b1f0955fa4c37f52
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,herval https://www.flickr.com/photos/herval/386880012/,openimages:validation:d8291f20f823f348,https://open-images-dataset.s3.amazonaws.com/validation/d8291f20f823f348.jpg,862ece66a42eb4d413bb33ba31898a5a
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,"Jim, the Photographer https://www.flickr.com/photos/jcapaldi/2739716514",openimages:validation:aa3936d9550c29d3,https://open-images-dataset.s3.amazonaws.com/validation/aa3936d9550c29d3.jpg,f2d438cbda6ba6559493542c383580e9
,scene,sport,people,,underwater,,https://creativecommons.org/licenses/by/2.0/,Upsilon Andromedae https://www.flickr.com/photos/upsand/240284336,openimages:validation:99591e3c7bed456e,https://open-images-dataset.s3.amazonaws.com/validation/99591e3c7bed456e.jpg,b228e1c154e8a6aea6a9c6fa9134bbdb
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Tom Adams https://www.flickr.com/photos/adamspeoria/5080752761,openimages:validation:626a3711b885a310,https://open-images-dataset.s3.amazonaws.com/validation/626a3711b885a310.jpg,acda4a8d27674c95c3f4091a09805a7f
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Swiss Tchoukball https://www.flickr.com/photos/swisstchoukball/16208123099,openimages:validation:b6c113a9822923bb,https://open-images-dataset.s3.amazonaws.com/validation/b6c113a9822923bb.jpg,416660909ac595f7b229f05c3311d3c6
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Gaël Marziou https://www.flickr.com/photos/gmarziou/47244017,openimages:validation:3a30bba9227d2d2b,https://open-images-dataset.s3.amazonaws.com/validation/3a30bba9227d2d2b.jpg,090b9629d4b1da84683fd9655791fc19
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Rob Marchand https://www.flickr.com/photos/cuss/8576642728,openimages:validation:351b5737a1ab2885,https://open-images-dataset.s3.amazonaws.com/validation/351b5737a1ab2885.jpg,5c47e6d513030fad8d0b6bb85d980003
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Charlotte Fire Department Charlotte NC https://www.flickr.com/photos/charlottefd/13581573975,openimages:validation:9714ce5b11a7fbd6,https://open-images-dataset.s3.amazonaws.com/validation/9714ce5b11a7fbd6.jpg,9eb6eeca7aabb04f202d1b72a8ecda28
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Chris Ptacek https://www.flickr.com/photos/chrisptacek/17226294325,openimages:validation:875fe886b023ae54,https://open-images-dataset.s3.amazonaws.com/validation/875fe886b023ae54.jpg,fa977d2fcb8be29e59c6e77f7a95288e
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Ferguson https://www.flickr.com/photos/imagesbyferg/2432475369,openimages:validation:a2dd36ed4ad2ffe2,https://open-images-dataset.s3.amazonaws.com/validation/a2dd36ed4ad2ffe2.jpg,ffb4ccee69664a599ab6600b984f3431
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Rich Collins https://www.flickr.com/photos/sherwoodgirlslax/4589206117,openimages:validation:5f8008c17ab3fb17,https://open-images-dataset.s3.amazonaws.com/validation/5f8008c17ab3fb17.jpg,8aa3d3b712397b0cdf8c712137f06ff7
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,thinboyfatter https://www.flickr.com/photos/1234abcd/2209416068,openimages:validation:afc27d3226797bc4,https://open-images-dataset.s3.amazonaws.com/validation/afc27d3226797bc4.jpg,d54b7f4a4cdafa730080d297b507fa0f
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,Mike Schinkel https://www.flickr.com/photos/mikeschinkel/2639868215,openimages:validation:245f751de7716011,https://open-images-dataset.s3.amazonaws.com/validation/245f751de7716011.jpg,d6467e40ebd901983c11030ae8503d55
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,kei51 https://www.flickr.com/photos/kei51/5106391421,openimages:validation:ae5ab050be04def2,https://open-images-dataset.s3.amazonaws.com/validation/ae5ab050be04def2.jpg,01d53be17f2e33094405803d0dd71b0a
,scene,sport,people,,,,https://creativecommons.org/licenses/by/2.0/,David https://www.flickr.com/photos/bootbearwdc/5562315478,openimages:validation:cba1b2f76ebe744d,https://open-images-dataset.s3.amazonaws.com/validation/cba1b2f76ebe744d.jpg,abb7b9b9d901f9f6d33e015707b3ceb6
